"REF_DATE","GEO","DGUID","Egg production","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Central Kootenay B, British Columbia [CCS590403013]","2021S05025903013","Table eggs","Number of farms reporting","Number","223","units","0","v1327140383","2051.1.1","29","B","","","0"
"2021","Central Kootenay B, British Columbia [CCS590403013]","2021S05025903013","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140384","2051.1.2","","F","","","0"
"2021","Central Kootenay B, British Columbia [CCS590403013]","2021S05025903013","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140385","2051.2.1","1","A","","","0"
"2021","Central Kootenay B, British Columbia [CCS590403013]","2021S05025903013","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140386","2051.2.2","","F","","","0"
"2021","Central Kootenay C, British Columbia [CCS590403017]","2021S05025903017","Table eggs","Number of farms reporting","Number","223","units","0","v1327140387","2052.1.1","2","A","","","0"
"2021","Central Kootenay C, British Columbia [CCS590403017]","2021S05025903017","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140388","2052.1.2","","F","","","0"
"2021","Central Kootenay C, British Columbia [CCS590403017]","2021S05025903017","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140389","2052.2.1","0","B","","","0"
"2021","Central Kootenay C, British Columbia [CCS590403017]","2021S05025903017","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140390","2052.2.2","0","A","","","0"
"2021","Central Kootenay D, British Columbia [CCS590403039]","2021S05025903039","Table eggs","Number of farms reporting","Number","223","units","0","v1327140391","2053.1.1","2","C","","","0"
"2021","Central Kootenay D, British Columbia [CCS590403039]","2021S05025903039","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140392","2053.1.2","","F","","","0"
"2021","Central Kootenay D, British Columbia [CCS590403039]","2021S05025903039","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140393","2053.2.1","0","B","","","0"
"2021","Central Kootenay D, British Columbia [CCS590403039]","2021S05025903039","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140394","2053.2.2","0","A","","","0"
"2021","Central Kootenay E, British Columbia [CCS590403041]","2021S05025903041","Table eggs","Number of farms reporting","Number","223","units","0","v1327140395","2054.1.1","14","A","","","0"
"2021","Central Kootenay E, British Columbia [CCS590403041]","2021S05025903041","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140396","2054.1.2","","F","","","0"
"2021","Central Kootenay E, British Columbia [CCS590403041]","2021S05025903041","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140397","2054.2.1","1","A","","","0"
"2021","Central Kootenay E, British Columbia [CCS590403041]","2021S05025903041","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140398","2054.2.2","","F","","","0"
"2021","Central Kootenay G, British Columbia [CCS590403047]","2021S05025903047","Table eggs","Number of farms reporting","Number","223","units","0","v1327140399","2055.1.1","8","A","","","0"
"2021","Central Kootenay G, British Columbia [CCS590403047]","2021S05025903047","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140400","2055.1.2","","F","","","0"
"2021","Central Kootenay G, British Columbia [CCS590403047]","2021S05025903047","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140401","2055.2.1","0","B","","","0"
"2021","Central Kootenay G, British Columbia [CCS590403047]","2021S05025903047","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140402","2055.2.2","0","A","","","0"
"2021","Central Kootenay H, British Columbia [CCS590403052]","2021S05025903052","Table eggs","Number of farms reporting","Number","223","units","0","v1327140403","2056.1.1","14","B","","","0"
"2021","Central Kootenay H, British Columbia [CCS590403052]","2021S05025903052","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140404","2056.1.2","","F","","","0"
"2021","Central Kootenay H, British Columbia [CCS590403052]","2021S05025903052","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140405","2056.2.1","0","B","","","0"
"2021","Central Kootenay H, British Columbia [CCS590403052]","2021S05025903052","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140406","2056.2.2","0","A","","","0"
"2021","Central Kootenay J, British Columbia [CCS590403058]","2021S05025903058","Table eggs","Number of farms reporting","Number","223","units","0","v1327140407","2057.1.1","14","A","","","0"
"2021","Central Kootenay J, British Columbia [CCS590403058]","2021S05025903058","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140408","2057.1.2","","F","","","0"
"2021","Central Kootenay J, British Columbia [CCS590403058]","2021S05025903058","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140409","2057.2.1","3","A","","","0"
"2021","Central Kootenay J, British Columbia [CCS590403058]","2021S05025903058","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140410","2057.2.2","","F","","","0"
"2021","Central Kootenay K, British Columbia [CCS590403060]","2021S05025903060","Table eggs","Number of farms reporting","Number","223","units","0","v1327140411","2058.1.1","6","A","","","0"
"2021","Central Kootenay K, British Columbia [CCS590403060]","2021S05025903060","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140412","2058.1.2","","F","","","0"
"2021","Central Kootenay K, British Columbia [CCS590403060]","2021S05025903060","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140413","2058.2.1","0","B","","","0"
"2021","Central Kootenay K, British Columbia [CCS590403060]","2021S05025903060","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140414","2058.2.2","0","A","","","0"
"2021","Kootenay Boundary, British Columbia [CD590405000]","2021A00035905","Table eggs","Number of farms reporting","Number","223","units","0","v1327140415","2059.1.1","61","B","","","0"
"2021","Kootenay Boundary, British Columbia [CD590405000]","2021A00035905","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140416","2059.1.2","","F","","","0"
"2021","Kootenay Boundary, British Columbia [CD590405000]","2021A00035905","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140417","2059.2.1","11","C","","","0"
"2021","Kootenay Boundary, British Columbia [CD590405000]","2021A00035905","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140418","2059.2.2","","F","","","0"
"2021","Kootenay Boundary B / Lower Columbia-Old-Glory, British Columbia [CCS590405030]","2021S05025905030","Table eggs","Number of farms reporting","Number","223","units","0","v1327140419","2060.1.1","15","B","","","0"
"2021","Kootenay Boundary B / Lower Columbia-Old-Glory, British Columbia [CCS590405030]","2021S05025905030","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140420","2060.1.2","","F","","","0"
"2021","Kootenay Boundary B / Lower Columbia-Old-Glory, British Columbia [CCS590405030]","2021S05025905030","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140421","2060.2.1","1","A","","","0"
"2021","Kootenay Boundary B / Lower Columbia-Old-Glory, British Columbia [CCS590405030]","2021S05025905030","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140422","2060.2.2","","F","","","0"
"2021","Kootenay Boundary D / Rural Grand Forks, British Columbia [CCS590405052]","2021S05025905052","Table eggs","Number of farms reporting","Number","223","units","0","v1327140423","2061.1.1","27","B","","","0"
"2021","Kootenay Boundary D / Rural Grand Forks, British Columbia [CCS590405052]","2021S05025905052","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140424","2061.1.2","","F","","","0"
"2021","Kootenay Boundary D / Rural Grand Forks, British Columbia [CCS590405052]","2021S05025905052","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140425","2061.2.1","8","B","","","0"
"2021","Kootenay Boundary D / Rural Grand Forks, British Columbia [CCS590405052]","2021S05025905052","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140426","2061.2.2","","F","","","0"
"2021","Kootenay Boundary E / West Boundary, British Columbia [CCS590405054]","2021S05025905054","Table eggs","Number of farms reporting","Number","223","units","0","v1327140427","2062.1.1","19","B","","","0"
"2021","Kootenay Boundary E / West Boundary, British Columbia [CCS590405054]","2021S05025905054","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140428","2062.1.2","","F","","","0"
"2021","Kootenay Boundary E / West Boundary, British Columbia [CCS590405054]","2021S05025905054","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140429","2062.2.1","2","E","","","0"
"2021","Kootenay Boundary E / West Boundary, British Columbia [CCS590405054]","2021S05025905054","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140430","2062.2.2","","F","","","0"
"2021","Cariboo, British Columbia [CAR590500000]","2021S05015905","Table eggs","Number of farms reporting","Number","223","units","0","v1327140431","2063.1.1","240","B","","","0"
"2021","Cariboo, British Columbia [CAR590500000]","2021S05015905","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140432","2063.1.2","","F","","","0"
"2021","Cariboo, British Columbia [CAR590500000]","2021S05015905","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140433","2063.2.1","28","B","","","0"
"2021","Cariboo, British Columbia [CAR590500000]","2021S05015905","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140434","2063.2.2","","F","","","0"
"2021","Cariboo, British Columbia [CD590541000]","2021A00035941","Table eggs","Number of farms reporting","Number","223","units","0","v1327140435","2064.1.1","158","B","","","0"
"2021","Cariboo, British Columbia [CD590541000]","2021A00035941","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140436","2064.1.2","","F","","","0"
"2021","Cariboo, British Columbia [CD590541000]","2021A00035941","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140437","2064.2.1","16","B","","","0"
"2021","Cariboo, British Columbia [CD590541000]","2021A00035941","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140438","2064.2.2","","F","","","0"
"2021","Cariboo D, British Columbia [CCS590541010]","2021S05025941010","Table eggs","Number of farms reporting","Number","223","units","0","v1327140439","2065.1.1","12","B","","","0"
"2021","Cariboo D, British Columbia [CCS590541010]","2021S05025941010","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140440","2065.1.2","","F","","","0"
"2021","Cariboo D, British Columbia [CCS590541010]","2021S05025941010","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140441","2065.2.1","0","B","","","0"
"2021","Cariboo D, British Columbia [CCS590541010]","2021S05025941010","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140442","2065.2.2","0","A","","","0"
"2021","Cariboo E, British Columbia [CCS590541012]","2021S05025941012","Table eggs","Number of farms reporting","Number","223","units","0","v1327140443","2066.1.1","11","C","","","0"
"2021","Cariboo E, British Columbia [CCS590541012]","2021S05025941012","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140444","2066.1.2","","F","","","0"
"2021","Cariboo E, British Columbia [CCS590541012]","2021S05025941012","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140445","2066.2.1","0","B","","","0"
"2021","Cariboo E, British Columbia [CCS590541012]","2021S05025941012","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140446","2066.2.2","0","A","","","0"
"2021","Cariboo F, British Columbia [CCS590541014]","2021S05025941014","Table eggs","Number of farms reporting","Number","223","units","0","v1327140447","2067.1.1","33","B","","","0"
"2021","Cariboo F, British Columbia [CCS590541014]","2021S05025941014","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140448","2067.1.2","","F","","","0"
"2021","Cariboo F, British Columbia [CCS590541014]","2021S05025941014","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140449","2067.2.1","5","B","","","0"
"2021","Cariboo F, British Columbia [CCS590541014]","2021S05025941014","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140450","2067.2.2","","F","","","0"
"2021","Cariboo G, British Columbia [CCS590541015]","2021S05025941015","Table eggs","Number of farms reporting","Number","223","units","0","v1327140451","2068.1.1","7","B","","","0"
"2021","Cariboo G, British Columbia [CCS590541015]","2021S05025941015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140452","2068.1.2","","F","","","0"
"2021","Cariboo G, British Columbia [CCS590541015]","2021S05025941015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140453","2068.2.1","0","B","","","0"
"2021","Cariboo G, British Columbia [CCS590541015]","2021S05025941015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140454","2068.2.2","0","A","","","0"
"2021","Cariboo H, British Columbia [CCS590541016]","2021S05025941016","Table eggs","Number of farms reporting","Number","223","units","0","v1327140455","2069.1.1","6","B","","","0"
"2021","Cariboo H, British Columbia [CCS590541016]","2021S05025941016","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140456","2069.1.2","","F","","","0"
"2021","Cariboo H, British Columbia [CCS590541016]","2021S05025941016","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140457","2069.2.1","0","B","","","0"
"2021","Cariboo H, British Columbia [CCS590541016]","2021S05025941016","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140458","2069.2.2","0","A","","","0"
"2021","Cariboo L, British Columbia [CCS590541017]","2021S05025941017","Table eggs","Number of farms reporting","Number","223","units","0","v1327140459","2070.1.1","26","C","","","0"
"2021","Cariboo L, British Columbia [CCS590541017]","2021S05025941017","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140460","2070.1.2","","F","","","0"
"2021","Cariboo L, British Columbia [CCS590541017]","2021S05025941017","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140461","2070.2.1","4","C","","","0"
"2021","Cariboo L, British Columbia [CCS590541017]","2021S05025941017","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140462","2070.2.2","","F","","","0"
"2021","Cariboo A, British Columbia [CCS590541019]","2021S05025941019","Table eggs","Number of farms reporting","Number","223","units","0","v1327140463","2071.1.1","24","C","","","0"
"2021","Cariboo A, British Columbia [CCS590541019]","2021S05025941019","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140464","2071.1.2","","F","","","0"
"2021","Cariboo A, British Columbia [CCS590541019]","2021S05025941019","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140465","2071.2.1","3","A","","","0"
"2021","Cariboo A, British Columbia [CCS590541019]","2021S05025941019","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140466","2071.2.2","","F","","","0"
"2021","Cariboo B, British Columbia [CCS590541021]","2021S05025941021","Table eggs","Number of farms reporting","Number","223","units","0","v1327140467","2072.1.1","18","B","","","0"
"2021","Cariboo B, British Columbia [CCS590541021]","2021S05025941021","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140468","2072.1.2","","F","","","0"
"2021","Cariboo B, British Columbia [CCS590541021]","2021S05025941021","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140469","2072.2.1","1","E","","","0"
"2021","Cariboo B, British Columbia [CCS590541021]","2021S05025941021","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140470","2072.2.2","","F","","","0"
"2021","Cariboo C, British Columbia [CCS590541026]","2021S05025941026","Table eggs","Number of farms reporting","Number","223","units","0","v1327140471","2073.1.1","2","C","","","0"
"2021","Cariboo C, British Columbia [CCS590541026]","2021S05025941026","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140472","2073.1.2","","F","","","0"
"2021","Cariboo C, British Columbia [CCS590541026]","2021S05025941026","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140473","2073.2.1","0","B","","","0"
"2021","Cariboo C, British Columbia [CCS590541026]","2021S05025941026","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140474","2073.2.2","0","A","","","0"
"2021","Cariboo I, British Columbia [CCS590541027]","2021S05025941027","Table eggs","Number of farms reporting","Number","223","units","0","v1327140475","2074.1.1","8","B","","","0"
"2021","Cariboo I, British Columbia [CCS590541027]","2021S05025941027","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140476","2074.1.2","","F","","","0"
"2021","Cariboo I, British Columbia [CCS590541027]","2021S05025941027","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140477","2074.2.1","3","A","","","0"
"2021","Cariboo I, British Columbia [CCS590541027]","2021S05025941027","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140478","2074.2.2","513","D","","","0"
"2021","Cariboo J, British Columbia [CCS590541039]","2021S05025941039","Table eggs","Number of farms reporting","Number","223","units","0","v1327140479","2075.1.1","4","E","","","0"
"2021","Cariboo J, British Columbia [CCS590541039]","2021S05025941039","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140480","2075.1.2","","F","","","0"
"2021","Cariboo J, British Columbia [CCS590541039]","2021S05025941039","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140481","2075.2.1","0","B","","","0"
"2021","Cariboo J, British Columbia [CCS590541039]","2021S05025941039","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140482","2075.2.2","0","A","","","0"
"2021","Cariboo K, British Columbia [CCS590541041]","2021S05025941041","Table eggs","Number of farms reporting","Number","223","units","0","v1327140483","2076.1.1","7","C","","","0"
"2021","Cariboo K, British Columbia [CCS590541041]","2021S05025941041","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140484","2076.1.2","","F","","","0"
"2021","Cariboo K, British Columbia [CCS590541041]","2021S05025941041","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140485","2076.2.1","0","B","","","0"
"2021","Cariboo K, British Columbia [CCS590541041]","2021S05025941041","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140486","2076.2.2","0","A","","","0"
"2021","Fraser-Fort George, British Columbia [CD590553000]","2021A00035953","Table eggs","Number of farms reporting","Number","223","units","0","v1327140487","2077.1.1","82","B","","","0"
"2021","Fraser-Fort George, British Columbia [CD590553000]","2021A00035953","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140488","2077.1.2","","F","","","0"
"2021","Fraser-Fort George, British Columbia [CD590553000]","2021A00035953","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140489","2077.2.1","12","A","","","0"
"2021","Fraser-Fort George, British Columbia [CD590553000]","2021A00035953","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140490","2077.2.2","","F","","","0"
"2021","Fraser-Fort George H, British Columbia [CCS590553019]","2021S05025953019","Table eggs","Number of farms reporting","Number","223","units","0","v1327140491","2078.1.1","11","B","","","0"
"2021","Fraser-Fort George H, British Columbia [CCS590553019]","2021S05025953019","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140492","2078.1.2","","F","","","0"
"2021","Fraser-Fort George H, British Columbia [CCS590553019]","2021S05025953019","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140493","2078.2.1","1","A","","","0"
"2021","Fraser-Fort George H, British Columbia [CCS590553019]","2021S05025953019","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140494","2078.2.2","","F","","","0"
"2021","Fraser-Fort George A, British Columbia [CCS590553038]","2021S05025953038","Table eggs","Number of farms reporting","Number","223","units","0","v1327140495","2079.1.1","15","B","","","0"
"2021","Fraser-Fort George A, British Columbia [CCS590553038]","2021S05025953038","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140496","2079.1.2","","F","","","0"
"2021","Fraser-Fort George A, British Columbia [CCS590553038]","2021S05025953038","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140497","2079.2.1","4","B","","","0"
"2021","Fraser-Fort George A, British Columbia [CCS590553038]","2021S05025953038","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140498","2079.2.2","","F","","","0"
"2021","Fraser-Fort George C, British Columbia [CCS590553042]","2021S05025953042","Table eggs","Number of farms reporting","Number","223","units","0","v1327140499","2080.1.1","30","B","","","0"
"2021","Fraser-Fort George C, British Columbia [CCS590553042]","2021S05025953042","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140500","2080.1.2","","F","","","0"
"2021","Fraser-Fort George C, British Columbia [CCS590553042]","2021S05025953042","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140501","2080.2.1","4","A","","","0"
"2021","Fraser-Fort George C, British Columbia [CCS590553042]","2021S05025953042","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140502","2080.2.2","","F","","","0"
"2021","Fraser-Fort George D, British Columbia [CCS590553044]","2021S05025953044","Table eggs","Number of farms reporting","Number","223","units","0","v1327140503","2081.1.1","14","A","","","0"
"2021","Fraser-Fort George D, British Columbia [CCS590553044]","2021S05025953044","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140504","2081.1.2","","F","","","0"
"2021","Fraser-Fort George D, British Columbia [CCS590553044]","2021S05025953044","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140505","2081.2.1","3","A","","","0"
"2021","Fraser-Fort George D, British Columbia [CCS590553044]","2021S05025953044","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140506","2081.2.2","","F","","","0"
"2021","Fraser-Fort George E, British Columbia [CCS590553046]","2021S05025953046","Table eggs","Number of farms reporting","Number","223","units","0","v1327140507","2082.1.1","5","A","","","0"
"2021","Fraser-Fort George E, British Columbia [CCS590553046]","2021S05025953046","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140508","2082.1.2","","F","","","0"
"2021","Fraser-Fort George E, British Columbia [CCS590553046]","2021S05025953046","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140509","2082.2.1","0","A","","","0"
"2021","Fraser-Fort George E, British Columbia [CCS590553046]","2021S05025953046","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140510","2082.2.2","0","A","","","0"
"2021","Fraser-Fort George F, British Columbia [CCS590553048]","2021S05025953048","Table eggs","Number of farms reporting","Number","223","units","0","v1327140511","2083.1.1","7","B","","","0"
"2021","Fraser-Fort George F, British Columbia [CCS590553048]","2021S05025953048","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140512","2083.1.2","","F","","","0"
"2021","Fraser-Fort George F, British Columbia [CCS590553048]","2021S05025953048","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140513","2083.2.1","0","C","","","0"
"2021","Fraser-Fort George F, British Columbia [CCS590553048]","2021S05025953048","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140514","2083.2.2","0","A","","","0"
"2021","North Coast, British Columbia [CAR590600000]","2021S05015906","Table eggs","Number of farms reporting","Number","223","units","0","v1327140515","2084.1.1","26","A","","","0"
"2021","North Coast, British Columbia [CAR590600000]","2021S05015906","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140516","2084.1.2","1142905","C","","","0"
"2021","North Coast, British Columbia [CAR590600000]","2021S05015906","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140517","2084.2.1","6","A","","","0"
"2021","North Coast, British Columbia [CAR590600000]","2021S05015906","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140518","2084.2.2","372","E","","","0"
"2021","Skeena-Queen Charlotte, British Columbia [CD590647000]","2021A00035947","Table eggs","Number of farms reporting","Number","223","units","0","v1327140519","2085.1.1","2","A","","","0"
"2021","Skeena-Queen Charlotte, British Columbia [CD590647000]","2021A00035947","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140520","2085.1.2","2410","C","","","0"
"2021","Skeena-Queen Charlotte, British Columbia [CD590647000]","2021A00035947","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140521","2085.2.1","0","A","","","0"
"2021","Skeena-Queen Charlotte, British Columbia [CD590647000]","2021A00035947","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140522","2085.2.2","0","A","","","0"
"2021","North Coast C, British Columbia [CCS590647021]","2021S05025947021","Table eggs","Number of farms reporting","Number","223","units","0","v1327140523","2086.1.1","0","A","","","0"
"2021","North Coast C, British Columbia [CCS590647021]","2021S05025947021","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140524","2086.1.2","0","A","","","0"
"2021","North Coast C, British Columbia [CCS590647021]","2021S05025947021","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140525","2086.2.1","0","A","","","0"
"2021","North Coast C, British Columbia [CCS590647021]","2021S05025947021","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140526","2086.2.2","0","A","","","0"
"2021","North Coast D, British Columbia [CCS590647027]","2021S05025947027","Table eggs","Number of farms reporting","Number","223","units","0","v1327140527","2087.1.1","2","A","","","0"
"2021","North Coast D, British Columbia [CCS590647027]","2021S05025947027","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140528","2087.1.2","2410","C","","","0"
"2021","North Coast D, British Columbia [CCS590647027]","2021S05025947027","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140529","2087.2.1","0","A","","","0"
"2021","North Coast D, British Columbia [CCS590647027]","2021S05025947027","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140530","2087.2.2","0","A","","","0"
"2021","North Coast E, British Columbia [CCS590647032]","2021S05025947032","Table eggs","Number of farms reporting","Number","223","units","0","v1327140531","2088.1.1","0","A","","","0"
"2021","North Coast E, British Columbia [CCS590647032]","2021S05025947032","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140532","2088.1.2","0","A","","","0"
"2021","North Coast E, British Columbia [CCS590647032]","2021S05025947032","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140533","2088.2.1","0","A","","","0"
"2021","North Coast E, British Columbia [CCS590647032]","2021S05025947032","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140534","2088.2.2","0","A","","","0"
"2021","Kitimat-Stikine, British Columbia [CD590649000]","2021A00035949","Table eggs","Number of farms reporting","Number","223","units","0","v1327140535","2089.1.1","24","A","","","0"
"2021","Kitimat-Stikine, British Columbia [CD590649000]","2021A00035949","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140536","2089.1.2","1140495","C","","","0"
"2021","Kitimat-Stikine, British Columbia [CD590649000]","2021A00035949","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140537","2089.2.1","6","A","","","0"
"2021","Kitimat-Stikine, British Columbia [CD590649000]","2021A00035949","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140538","2089.2.2","372","E","","","0"
"2021","Kitimat-Stikine C (Part 1), British Columbia [CCS590649013]","2021S05025949013","Table eggs","Number of farms reporting","Number","223","units","0","v1327140539","2090.1.1","15","A","","","0"
"2021","Kitimat-Stikine C (Part 1), British Columbia [CCS590649013]","2021S05025949013","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140540","2090.1.2","1137893","B","","","0"
"2021","Kitimat-Stikine C (Part 1), British Columbia [CCS590649013]","2021S05025949013","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140541","2090.2.1","5","A","","","0"
"2021","Kitimat-Stikine C (Part 1), British Columbia [CCS590649013]","2021S05025949013","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140542","2090.2.2","357","B","","","0"
"2021","Kitimat-Stikine B, British Columbia [CCS590649028]","2021S05025949028","Table eggs","Number of farms reporting","Number","223","units","0","v1327140543","2091.1.1","9","B","","","0"
"2021","Kitimat-Stikine B, British Columbia [CCS590649028]","2021S05025949028","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140544","2091.1.2","","F","","","0"
"2021","Kitimat-Stikine B, British Columbia [CCS590649028]","2021S05025949028","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327140545","2091.2.1","1","A","","","0"
"2021","Kitimat-Stikine B, British Columbia [CCS590649028]","2021S05025949028","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327140546","2091.2.2","","F","","","0"
"2021","Nechako, British Columbia [CAR590700000]","2021S05015907","Table eggs","Number of farms reporting","Number","223","units","0","v1327140547","2092.1.1","97","B","","","0"
"2021","Nechako, British Columbia [CAR590700000]","2021S05015907","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327140548","2092.1.2","","F","","","0"
